date,fpo,produce,temperature,humidity,harvest_volume_kg,market_price,storage_days,storage_capacity_kg,storage_demand_kg,utilization_pct,spoilage_risk,future_market_price,storage_cost_per_kg,potential_revenue,decision
2025-07-25 14:00:00,FPO_Nagpur,Cabbage,37.91,43.07,906,20.72,8,1000,637.97,63.8,LOW,32.29,4.13,29250.25,STORE
2025-07-25 15:00:00,FPO_Lucknow,Cabbage,25.32,58.86,739,19.67,10,1000,782.84,78.28,LOW,23.53,3.09,17391.77,STORE
2025-07-25 16:00:00,FPO_Ahmedabad,Cabbage,21.12,80.61,905,23.69,11,1000,1000.0,100.0,MEDIUM,27.52,3.73,24908.36,STORE
2025-07-25 17:00:00,FPO_Lucknow,Apple,33.75,62.06,1210,100.24,14,500,500.0,100.0,HIGH,103.22,4.54,124898.07,SELL NOW
2025-07-25 18:00:00,FPO_Nagpur,Onion,31.14,62.19,1958,23.73,8,500,500.0,100.0,MEDIUM,26.34,2.41,51573.18,STORE
2025-07-25 19:00:00,FPO_Indore,Mango,29.28,55.79,818,58.17,9,2000,696.58,34.83,LOW,58.11,2.78,47533.67,SELL NOW
2025-07-25 20:00:00,FPO_Jaipur,Potato,20.09,60.93,1884,22.4,1,2000,1296.06,64.8,LOW,32.31,4.99,60878.06,STORE
2025-07-25 21:00:00,FPO_Karnal,Mango,20.94,77.71,1358,62.26,3,1500,1081.55,72.1,LOW,62.62,3.28,85043.73,SELL NOW
2025-07-25 22:00:00,FPO_Surat,Tomato,18.78,66.28,697,26.64,12,1000,1000.0,100.0,MEDIUM,28.22,3.45,19671.96,SELL NOW
2025-07-25 23:00:00,FPO_Jaipur,Tomato,30.59,61.97,1220,29.65,12,2000,1259.19,62.96,MEDIUM,26.03,2.5,31754.14,SELL NOW
2025-07-26 00:00:00,FPO_Lucknow,Cabbage,34.12,74.76,1830,23.24,11,1000,1000.0,100.0,HIGH,30.39,2.96,55613.64,SELL NOW
2025-07-26 01:00:00,FPO_Nashik,Mango,30.79,66.07,981,66.41,6,1500,879.2,58.61,LOW,77.37,3.26,75900.3,STORE
2025-07-26 02:00:00,FPO_Jaipur,Cabbage,39.7,79.25,325,27.72,13,500,500.0,100.0,HIGH,19.57,2.4,6358.7,SELL NOW
2025-07-26 03:00:00,FPO_Indore,Apple,25.35,54.8,1582,96.64,4,2000,1019.78,50.99,LOW,107.38,2.33,169878.81,STORE
2025-07-26 04:00:00,FPO_Lucknow,Tomato,26.06,69.08,1726,25.52,8,2500,1438.82,57.55,LOW,32.21,3.6,55601.59,STORE
2025-07-26 05:00:00,FPO_Karnal,Tomato,28.64,78.31,1040,29.96,10,2500,1033.01,41.32,MEDIUM,39.31,2.14,40886.04,STORE
2025-07-26 06:00:00,FPO_Nagpur,Mango,26.62,88.3,1182,57.37,14,2500,1253.73,50.15,HIGH,62.24,3.44,73569.85,SELL NOW
2025-07-26 07:00:00,FPO_Indore,Tomato,30.99,48.6,1541,18.35,14,2500,1390.72,55.63,LOW,24.35,3.97,37526.81,STORE
2025-07-26 08:00:00,FPO_Lucknow,Apple,24.16,62.39,211,101.48,1,2500,201.76,8.07,LOW,106.14,2.19,22395.45,SELL NOW
2025-07-26 09:00:00,FPO_Indore,Apple,19.63,45.26,1700,98.08,12,2500,1483.55,59.34,LOW,96.09,4.11,163348.0,SELL NOW
2025-07-26 10:00:00,FPO_Jaipur,Apple,17.26,50.45,1517,103.4,5,2500,1273.48,50.94,LOW,105.79,2.76,160489.23,SELL NOW
2025-07-26 11:00:00,FPO_Karnal,Potato,30.88,65.28,1663,22.2,14,2000,1553.84,77.69,MEDIUM,22.76,4.97,37842.65,SELL NOW
2025-07-26 12:00:00,FPO_Nagpur,Apple,24.84,34.6,715,103.23,4,2500,597.2,23.89,LOW,111.66,4.93,79836.14,SELL NOW
2025-07-26 13:00:00,FPO_Lucknow,Apple,20.98,71.29,1614,112.6,12,2500,1640.76,65.63,LOW,114.25,4.3,184396.08,SELL NOW
2025-07-26 14:00:00,FPO_Ahmedabad,Potato,24.29,73.36,515,28.41,1,1500,355.96,23.73,LOW,33.85,2.7,17434.47,STORE
2025-07-26 15:00:00,FPO_Surat,Cabbage,39.72,63.85,1903,23.25,10,2000,1416.32,70.82,MEDIUM,20.81,4.78,39595.24,SELL NOW
2025-07-26 16:00:00,FPO_Nagpur,Onion,21.33,52.39,1231,32.12,6,1500,1112.33,74.16,LOW,44.33,5.0,54570.62,STORE
2025-07-26 17:00:00,FPO_Ahmedabad,Tomato,32.36,61.34,1731,28.59,10,1000,1000.0,100.0,MEDIUM,32.89,3.12,56938.54,STORE
2025-07-26 18:00:00,FPO_Indore,Apple,30.53,95.0,1347,101.34,13,2500,1361.51,54.46,HIGH,97.57,3.65,131431.55,SELL NOW
2025-07-26 19:00:00,FPO_Nashik,Tomato,36.05,57.19,1595,20.16,3,500,500.0,100.0,LOW,28.21,1.52,45000.38,STORE
2025-07-26 20:00:00,FPO_Nagpur,Mango,27.26,53.18,513,65.27,11,2500,560.83,22.43,LOW,69.53,1.65,35667.22,SELL NOW
2025-07-26 21:00:00,FPO_Indore,Tomato,18.64,30.32,1408,16.47,11,2500,1291.84,51.67,LOW,23.43,3.25,32988.62,STORE
2025-07-26 22:00:00,FPO_Ahmedabad,Cabbage,33.96,80.66,746,24.91,5,1500,603.48,40.23,LOW,43.66,3.63,32570.45,STORE
2025-07-26 23:00:00,FPO_Jaipur,Potato,26.5,46.4,1808,13.22,6,1000,1000.0,100.0,LOW,21.95,2.59,39677.06,STORE
2025-07-27 00:00:00,FPO_Jaipur,Tomato,35.65,66.32,1748,24.48,4,1500,1282.51,85.5,MEDIUM,32.95,1.85,57601.14,STORE
2025-07-27 01:00:00,FPO_Nashik,Tomato,32.9,95.0,238,29.05,10,2000,394.09,19.7,MEDIUM,30.27,4.24,7204.72,SELL NOW
2025-07-27 02:00:00,FPO_Surat,Tomato,33.98,70.54,1307,32.34,10,1000,1000.0,100.0,HIGH,35.88,2.97,46894.53,SELL NOW
2025-07-27 03:00:00,FPO_Nagpur,Onion,42.21,70.37,1244,35.11,12,1000,1000.0,100.0,HIGH,36.33,3.77,45191.5,SELL NOW
2025-07-27 04:00:00,FPO_Nagpur,Onion,29.69,60.11,452,29.03,6,1000,538.11,53.81,LOW,25.48,3.78,11518.33,SELL NOW
2025-07-27 05:00:00,FPO_Nagpur,Mango,36.66,69.71,502,64.95,7,1500,529.92,35.33,LOW,65.81,3.41,33035.19,SELL NOW
2025-07-27 06:00:00,FPO_Surat,Potato,25.57,66.14,1178,21.69,2,2500,741.53,29.66,LOW,30.36,2.12,35767.68,STORE
2025-07-27 07:00:00,FPO_Indore,Tomato,31.24,73.1,457,24.44,14,2500,772.47,30.9,MEDIUM,29.35,3.66,13412.55,STORE
2025-07-27 08:00:00,FPO_Karnal,Tomato,24.99,30.0,1199,29.87,7,2500,950.02,38.0,LOW,27.03,2.63,32413.26,SELL NOW
2025-07-27 09:00:00,FPO_Karnal,Tomato,30.88,70.69,741,23.41,7,2500,647.54,25.9,LOW,25.87,4.37,19172.06,STORE
2025-07-27 10:00:00,FPO_Nashik,Tomato,30.25,71.5,839,27.33,2,2500,625.52,25.02,LOW,26.41,2.18,22154.76,SELL NOW
2025-07-27 11:00:00,FPO_Nagpur,Onion,15.64,95.0,751,27.61,3,2000,605.28,30.26,LOW,32.94,2.52,24736.1,STORE
2025-07-27 12:00:00,FPO_Indore,Cabbage,24.33,64.94,660,17.25,3,500,358.83,71.77,LOW,16.83,3.04,11107.23,SELL NOW
2025-07-27 13:00:00,FPO_Jaipur,Cabbage,29.38,68.32,1832,26.65,1,1000,1000.0,100.0,LOW,26.87,4.09,49231.06,SELL NOW
2025-07-27 14:00:00,FPO_Ahmedabad,Mango,15.0,70.94,423,60.72,1,500,472.1,94.42,LOW,57.29,4.02,24234.68,SELL NOW
2025-07-27 15:00:00,FPO_Indore,Apple,27.42,71.37,291,105.75,10,2000,619.88,30.99,LOW,117.08,2.68,34069.02,STORE
2025-07-27 16:00:00,FPO_Surat,Potato,34.05,46.5,479,12.66,11,2500,435.51,17.42,LOW,15.4,3.29,7374.84,STORE
2025-07-27 17:00:00,FPO_Karnal,Cabbage,35.8,77.28,1393,21.43,6,2000,1207.65,60.38,MEDIUM,23.87,2.32,33247.06,STORE
2025-07-27 18:00:00,FPO_Karnal,Tomato,23.31,51.24,1957,33.64,9,2000,1563.32,78.17,LOW,38.31,4.2,74969.46,STORE
2025-07-27 19:00:00,FPO_Jaipur,Cabbage,36.19,71.1,1852,27.65,9,500,500.0,100.0,HIGH,32.68,2.19,60523.98,SELL NOW
2025-07-27 20:00:00,FPO_Jaipur,Mango,35.25,52.11,447,63.62,11,1000,580.26,58.03,LOW,63.2,4.37,28248.3,SELL NOW
2025-07-27 21:00:00,FPO_Surat,Apple,15.11,61.66,1584,107.26,14,1500,1500.0,100.0,LOW,111.44,4.78,176522.7,SELL NOW
2025-07-27 22:00:00,FPO_Ahmedabad,Cabbage,28.69,57.94,1572,21.18,1,1500,952.6,63.51,LOW,24.64,4.97,38731.62,STORE
2025-07-27 23:00:00,FPO_Jaipur,Mango,29.36,61.27,1065,55.68,12,1000,1000.0,100.0,MEDIUM,63.79,4.5,67933.47,STORE
2025-07-28 00:00:00,FPO_Nashik,Onion,37.11,63.75,1658,34.28,7,2500,1361.3,54.45,LOW,41.04,2.28,68042.56,STORE
2025-07-28 01:00:00,FPO_Ahmedabad,Apple,29.72,70.58,1629,103.17,6,2000,1246.91,62.35,LOW,106.12,2.96,172872.48,SELL NOW
2025-07-28 02:00:00,FPO_Jaipur,Mango,36.36,63.56,1824,59.37,4,2500,1150.85,46.03,LOW,62.49,1.81,113990.44,SELL NOW
2025-07-28 03:00:00,FPO_Lucknow,Cabbage,23.32,78.12,277,24.23,11,2000,729.92,36.5,LOW,26.17,2.08,7249.11,SELL NOW
2025-07-28 04:00:00,FPO_Indore,Onion,18.41,57.0,657,25.15,3,1500,672.43,44.83,LOW,28.69,1.67,18848.91,STORE
2025-07-28 05:00:00,FPO_Jaipur,Mango,24.11,71.45,785,67.89,9,1000,720.85,72.08,LOW,70.73,3.74,55522.69,SELL NOW
2025-07-28 06:00:00,FPO_Nashik,Mango,37.46,52.51,1615,70.13,10,500,500.0,100.0,MEDIUM,73.93,3.37,119391.06,SELL NOW
2025-07-28 07:00:00,FPO_Nagpur,Cabbage,33.56,91.74,1237,30.59,5,500,500.0,100.0,HIGH,26.25,4.71,32465.49,SELL NOW
2025-07-28 08:00:00,FPO_Jaipur,Apple,41.93,71.51,244,103.26,8,1000,395.27,39.53,MEDIUM,103.06,3.12,25147.66,SELL NOW
2025-07-28 09:00:00,FPO_Karnal,Onion,19.34,54.54,237,32.95,4,1500,274.04,18.27,LOW,43.13,3.75,10222.53,STORE
2025-07-28 10:00:00,FPO_Karnal,Tomato,34.25,91.02,615,29.66,4,2000,442.96,22.15,LOW,29.36,2.91,18055.36,SELL NOW
2025-07-28 11:00:00,FPO_Karnal,Potato,32.53,72.78,444,13.19,6,500,500.0,100.0,MEDIUM,15.49,4.4,6878.24,STORE
2025-07-28 12:00:00,FPO_Nagpur,Apple,26.29,54.6,1285,97.62,6,1500,1007.67,67.18,LOW,101.68,4.74,130654.37,SELL NOW
2025-07-28 13:00:00,FPO_Karnal,Onion,32.66,63.03,692,34.1,3,1000,464.78,46.48,LOW,36.24,3.01,25077.72,SELL NOW
2025-07-28 14:00:00,FPO_Lucknow,Mango,28.84,47.93,1831,55.77,2,2500,1114.4,44.58,LOW,55.94,1.79,102426.0,SELL NOW
2025-07-28 15:00:00,FPO_Jaipur,Onion,30.76,47.93,522,30.78,11,1500,601.83,40.12,LOW,38.38,2.07,20034.61,STORE
2025-07-28 16:00:00,FPO_Surat,Potato,32.08,83.13,1475,27.78,9,1500,1109.0,73.93,HIGH,25.6,4.02,37759.11,SELL NOW
2025-07-28 17:00:00,FPO_Karnal,Cabbage,33.88,51.52,667,30.86,2,2500,486.97,19.48,LOW,23.57,2.64,15722.3,SELL NOW
2025-07-28 18:00:00,FPO_Ahmedabad,Potato,28.52,44.94,1284,26.69,9,1500,1029.16,68.61,LOW,36.13,4.25,46390.25,STORE
2025-07-28 19:00:00,FPO_Surat,Tomato,38.66,74.54,1342,29.42,12,500,500.0,100.0,HIGH,25.97,4.12,34850.08,SELL NOW
2025-07-28 20:00:00,FPO_Nagpur,Tomato,26.71,89.9,286,31.99,11,500,500.0,100.0,HIGH,38.61,3.93,11042.48,SELL NOW
2025-07-28 21:00:00,FPO_Lucknow,Potato,39.3,82.36,1818,20.79,14,500,500.0,100.0,HIGH,21.85,4.35,39731.36,SELL NOW
2025-07-28 22:00:00,FPO_Ahmedabad,Apple,21.23,95.0,279,108.52,8,1500,562.26,37.48,LOW,119.03,4.15,33208.45,SELL NOW
2025-07-28 23:00:00,FPO_Ahmedabad,Apple,22.09,95.0,427,92.05,11,1500,691.95,46.13,MEDIUM,93.81,3.71,40055.27,SELL NOW
2025-07-29 00:00:00,FPO_Ahmedabad,Mango,22.44,51.49,682,60.34,13,1500,886.49,59.1,LOW,60.63,1.51,41351.53,SELL NOW
2025-07-29 01:00:00,FPO_Ahmedabad,Tomato,33.74,60.33,822,25.64,10,1000,765.49,76.55,MEDIUM,33.08,3.3,27193.57,STORE
2025-07-29 02:00:00,FPO_Surat,Mango,23.17,41.44,1533,63.41,7,2500,1191.48,47.66,LOW,72.61,3.58,111312.54,STORE
2025-07-29 03:00:00,FPO_Surat,Tomato,36.94,47.56,1806,26.3,12,1500,1473.0,98.2,MEDIUM,37.4,4.86,67545.64,STORE
2025-07-29 04:00:00,FPO_Jaipur,Potato,24.84,81.09,1147,34.09,5,2500,883.44,35.34,LOW,24.53,3.78,28136.79,SELL NOW
2025-07-29 05:00:00,FPO_Karnal,Apple,30.4,69.15,684,104.58,13,2000,806.29,40.31,MEDIUM,97.68,3.51,66812.4,SELL NOW
2025-07-29 06:00:00,FPO_Indore,Apple,31.84,86.85,1039,95.01,3,500,500.0,100.0,MEDIUM,92.56,3.39,96171.33,SELL NOW
2025-07-29 07:00:00,FPO_Jaipur,Potato,21.91,52.02,224,8.67,2,1000,125.92,12.59,LOW,6.08,1.86,1362.17,SELL NOW
2025-07-29 08:00:00,FPO_Jaipur,Mango,19.66,56.77,1425,54.31,11,2500,1261.52,50.46,LOW,54.84,3.0,78153.32,SELL NOW
2025-07-29 09:00:00,FPO_Lucknow,Mango,29.7,73.9,1448,62.81,8,500,500.0,100.0,MEDIUM,66.06,1.97,95656.63,SELL NOW
2025-07-29 10:00:00,FPO_Lucknow,Onion,26.34,80.85,978,28.68,2,1000,676.77,67.68,LOW,32.64,1.68,31923.19,STORE
2025-07-29 11:00:00,FPO_Karnal,Tomato,30.99,40.48,1733,25.13,8,500,500.0,100.0,LOW,30.9,2.65,53550.52,STORE
2025-07-29 12:00:00,FPO_Indore,Mango,19.93,61.39,1130,56.38,5,1500,902.91,60.19,LOW,55.9,3.76,63161.45,SELL NOW
2025-07-29 13:00:00,FPO_Lucknow,Potato,25.86,70.99,994,26.15,9,1500,896.54,59.77,LOW,28.7,4.53,28526.76,SELL NOW
2025-07-29 14:00:00,FPO_Karnal,Mango,26.91,76.74,1852,58.34,4,500,500.0,100.0,MEDIUM,61.03,4.34,113030.34,SELL NOW
2025-07-29 15:00:00,FPO_Karnal,Apple,15.0,79.71,1802,97.82,8,1000,1000.0,100.0,LOW,100.91,2.53,181837.49,SELL NOW
2025-07-29 16:00:00,FPO_Surat,Tomato,33.97,63.88,1782,32.97,13,500,500.0,100.0,HIGH,33.44,1.66,59598.52,SELL NOW
2025-07-29 17:00:00,FPO_Nashik,Cabbage,23.46,46.47,952,32.81,11,2000,1051.32,52.57,LOW,36.87,2.91,35103.72,STORE
2025-07-29 18:00:00,FPO_Surat,Onion,36.99,36.12,1913,24.43,7,1000,1000.0,100.0,LOW,22.24,2.6,42553.02,SELL NOW
2025-07-29 19:00:00,FPO_Indore,Tomato,23.84,62.27,1743,33.89,12,1000,1000.0,100.0,MEDIUM,45.49,2.8,79295.15,STORE
2025-07-29 20:00:00,FPO_Lucknow,Apple,24.87,60.67,1406,99.45,8,500,500.0,100.0,LOW,98.05,3.46,137862.87,SELL NOW
2025-07-29 21:00:00,FPO_Indore,Apple,20.55,53.06,1300,104.59,5,2500,969.54,38.78,LOW,109.57,1.61,142438.19,SELL NOW
2025-07-29 22:00:00,FPO_Jaipur,Apple,34.88,78.4,625,103.28,2,500,489.5,97.9,MEDIUM,104.66,2.8,65409.7,SELL NOW
2025-07-29 23:00:00,FPO_Jaipur,Apple,30.72,47.79,1290,100.1,7,2500,834.81,33.39,LOW,100.64,3.46,129828.79,SELL NOW
2025-07-30 00:00:00,FPO_Indore,Potato,36.4,55.07,859,22.31,3,1000,658.47,65.85,LOW,17.75,3.01,15248.56,SELL NOW
2025-07-30 01:00:00,FPO_Nashik,Onion,26.76,82.5,1717,33.34,13,1500,1500.0,100.0,HIGH,33.63,3.84,57747.04,SELL NOW
2025-07-30 02:00:00,FPO_Nashik,Cabbage,27.75,53.38,884,19.52,10,1500,841.85,56.12,LOW,21.31,2.15,18834.59,SELL NOW
2025-07-30 03:00:00,FPO_Surat,Apple,17.91,69.85,746,94.29,10,500,500.0,100.0,LOW,94.39,2.04,70416.42,SELL NOW
2025-07-30 04:00:00,FPO_Indore,Apple,24.26,64.86,1300,110.4,10,2500,1049.43,41.98,LOW,116.78,2.58,151813.12,SELL NOW
2025-07-30 05:00:00,FPO_Lucknow,Mango,29.02,68.65,1115,65.84,12,500,500.0,100.0,MEDIUM,77.2,1.86,86073.53,STORE
2025-07-30 06:00:00,FPO_Surat,Onion,30.32,78.22,1920,34.96,11,2000,1705.4,85.27,HIGH,37.61,2.33,72208.13,SELL NOW
2025-07-30 07:00:00,FPO_Nagpur,Tomato,38.94,69.88,254,27.22,10,500,500.0,100.0,HIGH,32.78,1.8,8325.52,SELL NOW
2025-07-30 08:00:00,FPO_Nashik,Onion,16.89,44.2,1829,21.81,13,500,500.0,100.0,LOW,31.0,2.91,56701.69,STORE
2025-07-30 09:00:00,FPO_Ahmedabad,Onion,29.38,46.74,1696,27.35,2,500,500.0,100.0,LOW,25.0,3.99,42400.44,SELL NOW
2025-07-30 10:00:00,FPO_Surat,Cabbage,25.74,69.42,1879,27.05,3,500,500.0,100.0,LOW,38.91,2.5,73121.02,STORE
2025-07-30 11:00:00,FPO_Jaipur,Onion,28.45,51.21,1470,35.75,14,2500,1610.35,64.41,LOW,32.16,1.51,47271.44,SELL NOW
2025-07-30 12:00:00,FPO_Surat,Cabbage,28.62,79.33,1662,27.14,14,2500,1524.81,60.99,HIGH,30.14,3.45,50085.24,SELL NOW
2025-07-30 13:00:00,FPO_Indore,Apple,26.85,69.64,1935,102.28,4,2500,1381.77,55.27,LOW,108.65,3.92,210242.66,SELL NOW
2025-07-30 14:00:00,FPO_Ahmedabad,Apple,21.2,39.26,1971,99.14,10,2000,1425.2,71.26,LOW,109.87,2.87,216555.13,STORE
2025-07-30 15:00:00,FPO_Indore,Potato,20.09,93.34,513,25.25,13,2000,970.21,48.51,MEDIUM,28.2,2.54,14465.27,STORE
2025-07-30 16:00:00,FPO_Karnal,Cabbage,26.41,59.51,1543,20.45,11,500,500.0,100.0,MEDIUM,23.97,3.22,36987.65,STORE
2025-07-30 17:00:00,FPO_Jaipur,Cabbage,19.48,61.86,419,25.62,7,2500,485.11,19.4,LOW,36.77,1.85,15407.72,STORE
2025-07-30 18:00:00,FPO_Jaipur,Tomato,27.32,71.34,1594,26.85,10,2000,1321.59,66.08,MEDIUM,22.33,3.75,35601.77,SELL NOW
2025-07-30 19:00:00,FPO_Nashik,Mango,26.48,63.7,1439,67.23,12,1500,1255.11,83.67,MEDIUM,65.2,4.07,93815.67,SELL NOW
2025-07-30 20:00:00,FPO_Surat,Onion,15.0,79.42,248,15.72,1,500,297.58,59.52,LOW,12.6,3.97,3124.31,SELL NOW
2025-07-30 21:00:00,FPO_Nashik,Tomato,39.6,49.73,662,27.24,6,1000,328.49,32.85,LOW,24.82,2.65,16429.37,SELL NOW
2025-07-30 22:00:00,FPO_Ahmedabad,Cabbage,28.46,82.21,317,26.25,13,2500,544.78,21.79,MEDIUM,24.62,4.45,7805.83,SELL NOW
2025-07-30 23:00:00,FPO_Surat,Tomato,15.0,75.21,281,18.73,6,500,387.58,77.52,LOW,27.9,4.81,7838.84,STORE
2025-07-31 00:00:00,FPO_Karnal,Potato,29.48,53.38,1486,25.7,8,500,500.0,100.0,LOW,36.3,2.54,53947.27,STORE
2025-07-31 01:00:00,FPO_Indore,Mango,26.78,68.77,1812,59.34,2,1000,1000.0,100.0,LOW,64.24,2.42,116411.51,SELL NOW
2025-07-31 02:00:00,FPO_Karnal,Cabbage,20.09,83.18,1946,20.23,2,1500,1218.81,81.25,LOW,28.13,3.96,54745.69,STORE
2025-07-31 03:00:00,FPO_Jaipur,Cabbage,29.86,72.82,695,30.09,1,2000,414.86,20.74,LOW,37.18,3.98,25840.05,STORE
2025-07-31 04:00:00,FPO_Ahmedabad,Onion,22.35,67.21,833,26.28,3,2000,585.18,29.26,LOW,29.29,3.29,24398.36,STORE
2025-07-31 05:00:00,FPO_Nagpur,Mango,29.16,74.34,1036,64.04,7,1000,986.42,98.64,MEDIUM,71.68,4.73,74256.71,STORE
2025-07-31 06:00:00,FPO_Ahmedabad,Potato,23.79,75.6,801,22.93,8,1000,747.12,74.71,LOW,29.72,2.01,23805.16,STORE
2025-07-31 07:00:00,FPO_Lucknow,Apple,22.57,57.41,969,97.95,7,2000,966.96,48.35,LOW,104.18,3.17,100952.52,SELL NOW
2025-07-31 08:00:00,FPO_Ahmedabad,Tomato,27.91,67.35,872,22.95,9,1500,1034.79,68.99,LOW,26.4,1.62,23021.21,STORE
2025-07-31 09:00:00,FPO_Karnal,Onion,18.27,77.73,375,26.43,8,1500,727.48,48.5,LOW,30.37,1.68,11388.53,STORE
2025-07-31 10:00:00,FPO_Lucknow,Cabbage,27.5,66.99,1004,29.4,8,500,500.0,100.0,MEDIUM,31.55,1.69,31677.27,SELL NOW
2025-07-31 11:00:00,FPO_Lucknow,Apple,31.94,54.24,1312,105.77,11,1000,1000.0,100.0,MEDIUM,99.97,3.22,131155.35,SELL NOW
2025-07-31 12:00:00,FPO_Surat,Potato,35.62,69.2,838,25.47,2,1000,440.86,44.09,LOW,28.15,3.56,23593.74,STORE
2025-07-31 13:00:00,FPO_Surat,Mango,34.53,59.14,1582,59.85,1,1000,881.93,88.19,LOW,63.12,1.51,99861.32,SELL NOW
2025-07-31 14:00:00,FPO_Lucknow,Tomato,36.12,73.73,1509,31.46,6,2000,1047.25,52.36,MEDIUM,29.99,3.71,45260.83,SELL NOW
2025-07-31 15:00:00,FPO_Nagpur,Onion,25.27,86.4,496,31.58,7,2000,638.05,31.9,LOW,32.19,3.21,15964.03,SELL NOW
2025-07-31 16:00:00,FPO_Surat,Cabbage,21.85,75.16,1483,21.99,6,2000,1137.21,56.86,LOW,28.5,2.28,42258.38,STORE
2025-07-31 17:00:00,FPO_Ahmedabad,Cabbage,32.89,52.64,674,20.42,7,1500,581.77,38.78,LOW,27.8,1.55,18739.66,STORE
2025-07-31 18:00:00,FPO_Karnal,Apple,24.9,69.53,1979,98.43,8,2000,1701.98,85.1,LOW,93.13,2.05,184304.31,SELL NOW
2025-07-31 19:00:00,FPO_Ahmedabad,Apple,28.04,30.0,1846,96.83,2,500,500.0,100.0,LOW,96.35,3.6,177856.66,SELL NOW
2025-07-31 20:00:00,FPO_Nagpur,Tomato,32.48,63.51,735,28.65,1,2000,282.6,14.13,LOW,35.63,3.81,26188.12,STORE
2025-07-31 21:00:00,FPO_Jaipur,Mango,40.13,79.1,1785,68.03,10,1500,1362.53,90.84,HIGH,64.71,3.76,115501.46,SELL NOW
2025-07-31 22:00:00,FPO_Nashik,Potato,31.17,71.03,1260,23.4,8,1000,1000.0,100.0,MEDIUM,25.75,2.04,32441.68,STORE
2025-07-31 23:00:00,FPO_Karnal,Mango,29.23,66.65,1404,67.35,8,500,500.0,100.0,MEDIUM,64.12,4.69,90024.52,SELL NOW
2025-08-01 00:00:00,FPO_Surat,Mango,21.27,95.0,1988,60.0,14,1500,1500.0,100.0,HIGH,58.56,2.94,116408.67,SELL NOW
2025-08-01 01:00:00,FPO_Karnal,Mango,35.02,39.43,224,59.16,8,2500,159.21,6.37,LOW,63.93,4.19,14319.21,SELL NOW
2025-08-01 02:00:00,FPO_Ahmedabad,Tomato,30.45,42.79,548,20.42,14,1000,763.32,76.33,LOW,26.56,2.08,14556.33,STORE
2025-08-01 03:00:00,FPO_Nashik,Tomato,25.92,72.23,836,31.2,10,2000,912.52,45.63,LOW,39.44,3.15,32969.8,STORE
2025-08-01 04:00:00,FPO_Indore,Potato,25.3,78.47,1766,18.72,7,1500,1488.21,99.21,MEDIUM,35.7,3.33,63050.5,STORE
2025-08-01 05:00:00,FPO_Indore,Mango,25.56,79.08,1972,55.7,2,2500,1269.05,50.76,LOW,57.75,4.2,113881.18,SELL NOW
2025-08-01 06:00:00,FPO_Surat,Tomato,28.26,56.41,426,22.93,4,1500,351.63,23.44,LOW,25.24,3.68,10752.8,STORE
2025-08-01 07:00:00,FPO_Nagpur,Potato,19.25,52.34,1571,23.77,9,2000,1428.79,71.44,LOW,33.17,2.9,52113.56,STORE
2025-08-01 08:00:00,FPO_Indore,Cabbage,35.31,50.13,237,22.11,8,1500,414.83,27.66,LOW,30.74,2.49,7285.7,STORE
2025-08-01 09:00:00,FPO_Karnal,Potato,34.21,69.83,1606,30.23,4,2500,995.86,39.83,LOW,35.96,4.91,57746.4,STORE
2025-08-01 10:00:00,FPO_Indore,Mango,27.0,50.25,769,65.6,8,1500,706.11,47.07,LOW,66.67,2.5,51268.4,SELL NOW
2025-08-01 11:00:00,FPO_Jaipur,Onion,25.57,81.72,435,27.33,10,500,500.0,100.0,MEDIUM,34.04,1.95,14805.28,STORE
2025-08-01 12:00:00,FPO_Jaipur,Mango,27.86,64.67,1404,48.13,13,500,500.0,100.0,MEDIUM,48.18,2.55,67650.83,SELL NOW
2025-08-01 13:00:00,FPO_Surat,Onion,28.88,54.44,313,30.59,6,2000,272.2,13.61,LOW,30.29,2.64,9482.06,SELL NOW
2025-08-01 14:00:00,FPO_Jaipur,Potato,26.2,54.51,505,20.45,11,2500,723.87,28.95,LOW,24.84,1.95,12541.71,STORE
2025-08-01 15:00:00,FPO_Indore,Cabbage,33.99,42.02,331,29.45,9,2500,307.66,12.31,LOW,42.79,3.98,14164.84,STORE
2025-08-01 16:00:00,FPO_Nagpur,Cabbage,19.46,53.09,547,25.07,1,2500,381.85,15.27,LOW,26.65,3.67,14575.53,SELL NOW
2025-08-01 17:00:00,FPO_Lucknow,Tomato,23.73,56.71,1403,33.75,6,2500,1150.92,46.04,LOW,37.05,2.61,51978.52,SELL NOW
2025-08-01 18:00:00,FPO_Lucknow,Cabbage,32.65,71.12,614,27.47,11,2500,911.5,36.46,MEDIUM,22.59,4.98,13867.66,SELL NOW
2025-08-01 19:00:00,FPO_Surat,Apple,29.95,63.51,1182,93.62,4,1000,889.21,88.92,LOW,92.09,3.79,108851.51,SELL NOW
2025-08-01 20:00:00,FPO_Nashik,Potato,23.92,52.1,1813,18.27,3,1500,1320.46,88.03,LOW,23.08,3.96,41850.47,STORE
2025-08-01 21:00:00,FPO_Lucknow,Tomato,30.4,46.62,931,25.73,5,2500,703.09,28.12,LOW,31.12,3.45,28974.63,STORE
2025-08-01 22:00:00,FPO_Lucknow,Cabbage,23.24,61.45,853,24.16,10,500,500.0,100.0,LOW,36.86,3.43,31441.13,STORE
